format	width	quality	size	dssim	filename
jpeg	300	80	40375	0.00194489	./quality-samples/sample3.jpg
jpeg	300	76	36317	0.00233624	./quality-samples/sample3.jpg
jpeg	300	78	38441	0.00214045	./quality-samples/sample3.jpg
jpeg	300	77	37435	0.00222635	./quality-samples/sample3.jpg
jpeg	300	79	39283	0.00208098	./quality-samples/sample3.jpg
jpeg	300	94	49200	0.00055729	./quality-samples/sample0.jpg
jpeg	300	92	45443	0.00069759	./quality-samples/sample0.jpg
jpeg	300	93	47147	0.00062396	./quality-samples/sample0.jpg
jpeg	300	95	51621	0.00049985	./quality-samples/sample0.jpg
jpeg	300	91	44301	0.0007647	./quality-samples/sample0.jpg
jpeg	300	93	32618	0.00038932	./quality-samples/sample2.jpg
jpeg	300	92	30029	0.00044393	./quality-samples/sample2.jpg
jpeg	300	94	35654	0.00034171	./quality-samples/sample2.jpg
jpeg	300	95	39427	0.00029845	./quality-samples/sample2.jpg
jpeg	300	86	47949	0.00099472	./quality-samples/sample1.jpg
jpeg	300	91	28704	0.00048279	./quality-samples/sample2.jpg
jpeg	300	89	53946	0.00079144	./quality-samples/sample1.jpg
jpeg	300	88	51894	0.00085761	./quality-samples/sample1.jpg
jpeg	300	90	57132	0.00071708	./quality-samples/sample1.jpg
jpeg	300	87	49418	0.00093278	./quality-samples/sample1.jpg
jpeg	300	81	41614	0.00185245	./quality-samples/sample3.jpg
jpeg	300	85	47083	0.00149262	./quality-samples/sample3.jpg
jpeg	300	82	42752	0.00175788	./quality-samples/sample3.jpg
jpeg	300	84	45583	0.00156775	./quality-samples/sample3.jpg
jpeg	300	83	44295	0.00165465	./quality-samples/sample3.jpg
jpeg	300	100	73692	0.00035653	./quality-samples/sample0.jpg
jpeg	300	99	68815	0.00036479	./quality-samples/sample0.jpg
jpeg	300	96	54663	0.00044388	./quality-samples/sample0.jpg
jpeg	300	98	62053	0.00038271	./quality-samples/sample0.jpg
jpeg	300	97	58095	0.00040703	./quality-samples/sample0.jpg
jpeg	300	100	84525	0.00014465	./quality-samples/sample2.jpg
jpeg	300	97	49926	0.00021527	./quality-samples/sample2.jpg
jpeg	300	99	71519	0.00016374	./quality-samples/sample2.jpg
jpeg	300	96	44090	0.00024981	./quality-samples/sample2.jpg
jpeg	300	98	56779	0.00018955	./quality-samples/sample2.jpg
jpeg	300	92	62935	0.00052832	./quality-samples/sample1.jpg
jpeg	300	91	59864	0.00058731	./quality-samples/sample1.jpg
jpeg	300	95	80036	0.00031832	./quality-samples/sample1.jpg
jpeg	300	94	73456	0.00038192	./quality-samples/sample1.jpg
jpeg	300	93	67584	0.00044766	./quality-samples/sample1.jpg
jpeg	300	88	53209	0.00121189	./quality-samples/sample3.jpg
jpeg	300	90	58475	0.0010179	./quality-samples/sample3.jpg
jpeg	300	86	49099	0.00138731	./quality-samples/sample3.jpg
jpeg	300	89	55324	0.00112954	./quality-samples/sample3.jpg
jpeg	300	87	50674	0.00130846	./quality-samples/sample3.jpg
jpeg	300	98	110958	0.00016739	./quality-samples/sample1.jpg
jpeg	300	97	98678	0.00020284	./quality-samples/sample1.jpg
jpeg	300	96	88688	0.00025307	./quality-samples/sample1.jpg
jpeg	300	99	129134	0.00014623	./quality-samples/sample1.jpg
jpeg	300	100	139581	0.00013541	./quality-samples/sample1.jpg
jpeg	300	92	64298	0.00079714	./quality-samples/sample3.jpg
webp	768	70	76776	0.00219095	./quality-samples/sample0.jpg
jpeg	300	91	61231	0.00088558	./quality-samples/sample3.jpg
jpeg	300	95	81027	0.00054935	./quality-samples/sample3.jpg
jpeg	300	94	74635	0.00062289	./quality-samples/sample3.jpg
jpeg	300	93	68995	0.0007064	./quality-samples/sample3.jpg
webp	768	70	36364	0.0028155	./quality-samples/sample2.jpg
webp	768	72	78682	0.0020694	./quality-samples/sample0.jpg
webp	768	73	38092	0.0026912	./quality-samples/sample2.jpg
webp	768	71	37130	0.00277394	./quality-samples/sample2.jpg
webp	768	73	78682	0.0020694	./quality-samples/sample0.jpg
webp	768	75	79788	0.00201605	./quality-samples/sample0.jpg
webp	768	74	79694	0.00201704	./quality-samples/sample0.jpg
webp	768	72	37476	0.00271701	./quality-samples/sample2.jpg
webp	768	71	77192	0.00215962	./quality-samples/sample0.jpg
jpeg	300	97	98905	0.00042916	./quality-samples/sample3.jpg
webp	768	75	39100	0.00258893	./quality-samples/sample2.jpg
jpeg	300	99	128694	0.0003678	./quality-samples/sample3.jpg
webp	768	74	39018	0.00263747	./quality-samples/sample2.jpg
webp	768	70	115730	0.00271089	./quality-samples/sample1.jpg
jpeg	300	100	140899	0.00035967	./quality-samples/sample3.jpg
jpeg	300	96	89355	0.00048029	./quality-samples/sample3.jpg
jpeg	300	98	110634	0.00038936	./quality-samples/sample3.jpg
webp	768	76	81956	0.00187313	./quality-samples/sample0.jpg
webp	768	80	89954	0.00148362	./quality-samples/sample0.jpg
webp	768	79	88130	0.0015592	./quality-samples/sample0.jpg
webp	768	79	45944	0.00213092	./quality-samples/sample2.jpg
webp	768	77	42470	0.00240768	./quality-samples/sample2.jpg
webp	768	77	83780	0.00179318	./quality-samples/sample0.jpg
webp	768	78	86144	0.00167403	./quality-samples/sample0.jpg
webp	768	80	48490	0.0019455	./quality-samples/sample2.jpg
webp	768	76	40460	0.00246875	./quality-samples/sample2.jpg
webp	768	75	124258	0.00238958	./quality-samples/sample1.jpg
webp	768	78	43568	0.00231036	./quality-samples/sample2.jpg
webp	768	74	124258	0.00238958	./quality-samples/sample1.jpg
webp	768	72	118612	0.00260625	./quality-samples/sample1.jpg
webp	768	71	116142	0.00268866	./quality-samples/sample1.jpg
webp	768	73	119766	0.00256866	./quality-samples/sample1.jpg
webp	768	85	103086	0.00107522	./quality-samples/sample0.jpg
webp	768	82	94752	0.00130575	./quality-samples/sample0.jpg
webp	768	81	92620	0.00136066	./quality-samples/sample0.jpg
webp	768	84	57470	0.00155816	./quality-samples/sample2.jpg
webp	768	83	97280	0.00122794	./quality-samples/sample0.jpg
webp	768	83	55962	0.00160193	./quality-samples/sample2.jpg
webp	768	81	50916	0.00186245	./quality-samples/sample2.jpg
webp	768	85	59990	0.00143605	./quality-samples/sample2.jpg
webp	768	84	100472	0.00113654	./quality-samples/sample0.jpg
webp	768	82	53312	0.00177485	./quality-samples/sample2.jpg
webp	768	79	146890	0.00180886	./quality-samples/sample1.jpg
webp	768	77	135362	0.00205282	./quality-samples/sample1.jpg
webp	768	76	128660	0.00228002	./quality-samples/sample1.jpg
webp	768	80	152894	0.00166344	./quality-samples/sample1.jpg
webp	768	78	140238	0.00192441	./quality-samples/sample1.jpg
webp	768	70	123506	0.00304942	./quality-samples/sample3.jpg
webp	768	90	122688	0.00074548	./quality-samples/sample0.jpg
webp	768	86	105806	0.00102276	./quality-samples/sample0.jpg
webp	768	88	73622	0.00097566	./quality-samples/sample2.jpg
webp	768	87	68632	0.00107329	./quality-samples/sample2.jpg
webp	768	87	108582	0.00095671	./quality-samples/sample0.jpg
webp	768	89	116444	0.00085371	./quality-samples/sample0.jpg
webp	768	90	84846	0.00082206	./quality-samples/sample2.jpg
webp	768	88	113596	0.00088727	./quality-samples/sample0.jpg
webp	768	89	79956	0.00090374	./quality-samples/sample2.jpg
webp	768	86	64770	0.00131923	./quality-samples/sample2.jpg
webp	768	81	156618	0.00159282	./quality-samples/sample1.jpg
webp	768	82	165570	0.00145857	./quality-samples/sample1.jpg
webp	768	83	178310	0.00127386	./quality-samples/sample1.jpg
webp	768	84	184338	0.00118325	./quality-samples/sample1.jpg
webp	768	85	193088	0.00108422	./quality-samples/sample1.jpg
webp	768	71	124926	0.00298863	./quality-samples/sample3.jpg
webp	768	75	131856	0.00271674	./quality-samples/sample3.jpg
webp	768	74	129724	0.0028014	./quality-samples/sample3.jpg
webp	768	72	126446	0.00295645	./quality-samples/sample3.jpg
webp	768	73	128686	0.00283195	./quality-samples/sample3.jpg
webp	768	95	148468	0.00058037	./quality-samples/sample0.jpg
webp	768	93	108144	0.00057826	./quality-samples/sample2.jpg
webp	768	91	125542	0.00074399	./quality-samples/sample0.jpg
webp	768	93	139332	0.00063162	./quality-samples/sample0.jpg
webp	768	94	144442	0.00061593	./quality-samples/sample0.jpg
webp	768	92	131476	0.00068044	./quality-samples/sample0.jpg
webp	768	94	122086	0.00051471	./quality-samples/sample2.jpg
webp	768	92	97958	0.00072708	./quality-samples/sample2.jpg
webp	768	95	138580	0.00045834	./quality-samples/sample2.jpg
webp	768	91	93970	0.00069205	./quality-samples/sample2.jpg
webp	768	88	229074	0.00079142	./quality-samples/sample1.jpg
webp	768	86	204610	0.00097518	./quality-samples/sample1.jpg
webp	768	87	215476	0.00087908	./quality-samples/sample1.jpg
webp	768	90	266002	0.00059952	./quality-samples/sample1.jpg
webp	768	89	240086	0.00071809	./quality-samples/sample1.jpg
webp	768	79	152088	0.00216568	./quality-samples/sample3.jpg
webp	768	76	137064	0.00251375	./quality-samples/sample3.jpg
webp	768	80	158522	0.00197099	./quality-samples/sample3.jpg
webp	768	77	141478	0.00242477	./quality-samples/sample3.jpg
webp	768	78	147372	0.00225333	./quality-samples/sample3.jpg
webp	768	96	155890	0.00056531	./quality-samples/sample0.jpg
webp	768	99	187338	0.00047638	./quality-samples/sample0.jpg
webp	768	96	148268	0.00042442	./quality-samples/sample2.jpg
webp	768	97	169302	0.00051261	./quality-samples/sample0.jpg
webp	768	99	200322	0.00033616	./quality-samples/sample2.jpg
webp	768	98	177234	0.00050463	./quality-samples/sample0.jpg
webp	768	100	454684	0.00002848	./quality-samples/sample0.jpg
webp	768	97	161150	0.00040753	./quality-samples/sample2.jpg
webp	768	98	183782	0.00036147	./quality-samples/sample2.jpg
webp	768	100	654190	0.00005196	./quality-samples/sample2.jpg
webp	768	95	358870	0.00033522	./quality-samples/sample1.jpg
webp	768	94	335852	0.00038571	./quality-samples/sample1.jpg
webp	768	92	298774	0.00048181	./quality-samples/sample1.jpg
jpeg	768	70	88527	0.002525	./quality-samples/sample0.jpg
jpeg	768	70	66586	0.00149917	./quality-samples/sample2.jpg
webp	768	91	275138	0.00054808	./quality-samples/sample1.jpg
webp	768	93	313514	0.00045254	./quality-samples/sample1.jpg
webp	768	83	178054	0.00156262	./quality-samples/sample3.jpg
webp	768	85	193758	0.00133305	./quality-samples/sample3.jpg
webp	768	84	186286	0.00142449	./quality-samples/sample3.jpg
webp	768	82	171588	0.00167819	./quality-samples/sample3.jpg
webp	768	81	166124	0.00182585	./quality-samples/sample3.jpg
jpeg	768	73	92624	0.00225667	./quality-samples/sample0.jpg
jpeg	768	72	68893	0.00138591	./quality-samples/sample2.jpg
webp	768	99	487288	0.00020729	./quality-samples/sample1.jpg
jpeg	768	71	67970	0.00140622	./quality-samples/sample2.jpg
jpeg	768	71	90002	0.00242691	./quality-samples/sample0.jpg
webp	768	98	453184	0.00023401	./quality-samples/sample1.jpg
jpeg	768	73	71018	0.00129586	./quality-samples/sample2.jpg
webp	768	97	419696	0.00025844	./quality-samples/sample1.jpg
jpeg	768	72	91020	0.00235668	./quality-samples/sample0.jpg
jpeg	768	74	94719	0.00214133	./quality-samples/sample0.jpg
jpeg	768	75	95349	0.0020994	./quality-samples/sample0.jpg
jpeg	768	74	73499	0.00120327	./quality-samples/sample2.jpg
jpeg	768	75	73745	0.00119446	./quality-samples/sample2.jpg
webp	768	96	386904	0.00029836	./quality-samples/sample1.jpg
webp	768	100	1262750	0.00002474	./quality-samples/sample1.jpg
webp	768	90	250304	0.00083555	./quality-samples/sample3.jpg
webp	768	87	209716	0.00112933	./quality-samples/sample3.jpg
webp	768	86	202822	0.00120857	./quality-samples/sample3.jpg
webp	768	88	225856	0.00100374	./quality-samples/sample3.jpg
webp	768	89	235090	0.00091863	./quality-samples/sample3.jpg
jpeg	768	76	97212	0.00199904	./quality-samples/sample0.jpg
jpeg	768	79	103173	0.00174766	./quality-samples/sample0.jpg
jpeg	768	78	101627	0.00181937	./quality-samples/sample0.jpg
jpeg	768	80	105595	0.00164579	./quality-samples/sample0.jpg
jpeg	768	77	99585	0.0019031	./quality-samples/sample0.jpg
jpeg	768	77	78587	0.00106371	./quality-samples/sample2.jpg
jpeg	768	79	82789	0.00103083	./quality-samples/sample2.jpg
jpeg	768	80	85378	0.00096516	./quality-samples/sample2.jpg
jpeg	768	76	75463	0.00111623	./quality-samples/sample2.jpg
jpeg	768	78	81270	0.00105415	./quality-samples/sample2.jpg
jpeg	768	70	155190	0.00185807	./quality-samples/sample1.jpg
webp	768	93	294226	0.00064812	./quality-samples/sample3.jpg
webp	768	95	326974	0.00055276	./quality-samples/sample3.jpg
webp	768	91	260480	0.00079733	./quality-samples/sample3.jpg
webp	768	94	307200	0.00061007	./quality-samples/sample3.jpg
webp	768	92	279388	0.00068662	./quality-samples/sample3.jpg
jpeg	768	81	108185	0.00155985	./quality-samples/sample0.jpg
jpeg	768	82	110615	0.00147885	./quality-samples/sample0.jpg
jpeg	768	84	116717	0.0013183	./quality-samples/sample0.jpg
jpeg	768	85	119639	0.0012316	./quality-samples/sample0.jpg
jpeg	768	83	113980	0.0013941	./quality-samples/sample0.jpg
jpeg	768	83	95863	0.00081799	./quality-samples/sample2.jpg
jpeg	768	85	101996	0.00073152	./quality-samples/sample2.jpg
jpeg	768	81	88743	0.0009164	./quality-samples/sample2.jpg
jpeg	768	84	99058	0.00077587	./quality-samples/sample2.jpg
jpeg	768	82	91289	0.00087167	./quality-samples/sample2.jpg
jpeg	768	72	160468	0.00173515	./quality-samples/sample1.jpg
jpeg	768	75	170343	0.00154995	./quality-samples/sample1.jpg
jpeg	768	74	169394	0.00156685	./quality-samples/sample1.jpg
jpeg	768	71	158187	0.00177393	./quality-samples/sample1.jpg
jpeg	768	73	164209	0.00166942	./quality-samples/sample1.jpg
webp	768	96	351708	0.0005016	./quality-samples/sample3.jpg
webp	768	99	439232	0.00039931	./quality-samples/sample3.jpg
webp	768	97	381510	0.0004531	./quality-samples/sample3.jpg
webp	768	98	410468	0.00042605	./quality-samples/sample3.jpg
webp	768	100	1304752	0.00002694	./quality-samples/sample3.jpg
jpeg	768	87	126860	0.00106043	./quality-samples/sample0.jpg
jpeg	768	86	123718	0.00113911	./quality-samples/sample0.jpg
jpeg	768	90	142616	0.00083024	./quality-samples/sample0.jpg
jpeg	768	88	132087	0.00097871	./quality-samples/sample0.jpg
jpeg	768	89	136020	0.00090998	./quality-samples/sample0.jpg
jpeg	768	87	111151	0.00064184	./quality-samples/sample2.jpg
jpeg	768	88	118419	0.00059912	./quality-samples/sample2.jpg
jpeg	768	89	122666	0.00057084	./quality-samples/sample2.jpg
jpeg	768	86	107575	0.00067454	./quality-samples/sample2.jpg
jpeg	768	90	132171	0.00049813	./quality-samples/sample2.jpg
jpeg	768	76	174546	0.00147606	./quality-samples/sample1.jpg
jpeg	768	80	194488	0.00122913	./quality-samples/sample1.jpg
jpeg	768	77	180562	0.00139642	./quality-samples/sample1.jpg
jpeg	768	78	185363	0.00134068	./quality-samples/sample1.jpg
jpeg	768	79	189012	0.00130027	./quality-samples/sample1.jpg
jpeg	768	70	160269	0.00252834	./quality-samples/sample3.jpg
jpeg	768	93	163406	0.00060007	./quality-samples/sample0.jpg
jpeg	768	91	148157	0.00072938	./quality-samples/sample0.jpg
jpeg	768	94	174552	0.0005415	./quality-samples/sample0.jpg
jpeg	768	92	153991	0.00066614	./quality-samples/sample0.jpg
jpeg	768	95	187689	0.00048705	./quality-samples/sample0.jpg
jpeg	768	93	160505	0.00033384	./quality-samples/sample2.jpg
jpeg	768	95	198149	0.0002553	./quality-samples/sample2.jpg
jpeg	768	91	139077	0.00040908	./quality-samples/sample2.jpg
jpeg	768	92	145598	0.00038381	./quality-samples/sample2.jpg
jpeg	768	94	176985	0.00029067	./quality-samples/sample2.jpg
jpeg	768	84	221336	0.00098765	./quality-samples/sample1.jpg
jpeg	768	85	228404	0.00093197	./quality-samples/sample1.jpg
jpeg	768	82	206653	0.00110849	./quality-samples/sample1.jpg
jpeg	768	81	201286	0.00115986	./quality-samples/sample1.jpg
jpeg	768	83	214908	0.00104276	./quality-samples/sample1.jpg
jpeg	768	75	176114	0.00213873	./quality-samples/sample3.jpg
jpeg	768	100	323826	0.00034411	./quality-samples/sample0.jpg
jpeg	768	74	174796	0.00217287	./quality-samples/sample3.jpg
jpeg	768	99	290674	0.00035163	./quality-samples/sample0.jpg
jpeg	768	97	223664	0.00039624	./quality-samples/sample0.jpg
jpeg	768	98	247246	0.00037283	./quality-samples/sample0.jpg
jpeg	768	96	204152	0.00043328	./quality-samples/sample0.jpg
jpeg	768	71	163551	0.00243558	./quality-samples/sample3.jpg
jpeg	768	72	165955	0.00238389	./quality-samples/sample3.jpg
jpeg	768	73	169844	0.00228992	./quality-samples/sample3.jpg
jpeg	768	99	379526	0.00013778	./quality-samples/sample2.jpg
jpeg	768	100	454374	0.00011845	./quality-samples/sample2.jpg
jpeg	768	98	294137	0.00016445	./quality-samples/sample2.jpg
jpeg	768	96	223675	0.00021365	./quality-samples/sample2.jpg
jpeg	768	97	255261	0.00018616	./quality-samples/sample2.jpg
jpeg	768	88	258920	0.00075315	./quality-samples/sample1.jpg
jpeg	768	87	246221	0.0008114	./quality-samples/sample1.jpg
jpeg	768	89	269050	0.00070455	./quality-samples/sample1.jpg
jpeg	768	90	285671	0.00063632	./quality-samples/sample1.jpg
jpeg	768	86	238785	0.00086415	./quality-samples/sample1.jpg
jpeg	768	78	191225	0.00186889	./quality-samples/sample3.jpg
jpeg	768	79	194871	0.00181738	./quality-samples/sample3.jpg
jpeg	768	77	186119	0.00194333	./quality-samples/sample3.jpg
jpeg	768	76	180399	0.0020474	./quality-samples/sample3.jpg
jpeg	768	80	200579	0.00171556	./quality-samples/sample3.jpg
jpeg	768	95	408223	0.00030457	./quality-samples/sample1.jpg
jpeg	768	93	339558	0.0004147	./quality-samples/sample1.jpg
jpeg	768	94	371509	0.00035671	./quality-samples/sample1.jpg
jpeg	768	91	299938	0.00052497	./quality-samples/sample1.jpg
jpeg	768	92	314935	0.00047729	./quality-samples/sample1.jpg
webp	1024	70	110312	0.00220489	./quality-samples/sample0.jpg
jpeg	768	82	212762	0.0015584	./quality-samples/sample3.jpg
webp	1024	70	54312	0.00274811	./quality-samples/sample2.jpg
jpeg	768	81	206999	0.00162838	./quality-samples/sample3.jpg
jpeg	768	84	227197	0.00139234	./quality-samples/sample3.jpg
jpeg	768	85	234547	0.00130356	./quality-samples/sample3.jpg
jpeg	768	83	220717	0.00147049	./quality-samples/sample3.jpg
jpeg	768	96	458762	0.00024339	./quality-samples/sample1.jpg
jpeg	768	100	785972	0.00011528	./quality-samples/sample1.jpg
jpeg	768	98	595789	0.00015873	./quality-samples/sample1.jpg
jpeg	768	97	518683	0.00019639	./quality-samples/sample1.jpg
jpeg	768	99	715023	0.00012884	./quality-samples/sample1.jpg
webp	1024	72	111918	0.00213388	./quality-samples/sample0.jpg
webp	1024	75	115216	0.00197923	./quality-samples/sample0.jpg
webp	1024	74	114526	0.00199804	./quality-samples/sample0.jpg
webp	1024	71	111452	0.0021705	./quality-samples/sample0.jpg
webp	1024	73	112864	0.00208609	./quality-samples/sample0.jpg
webp	1024	72	56310	0.00266972	./quality-samples/sample2.jpg
webp	1024	73	57614	0.00260842	./quality-samples/sample2.jpg
webp	1024	75	58252	0.00253649	./quality-samples/sample2.jpg
webp	1024	74	58086	0.00261155	./quality-samples/sample2.jpg
webp	1024	71	55606	0.00265796	./quality-samples/sample2.jpg
jpeg	768	88	265216	0.00106416	./quality-samples/sample3.jpg
jpeg	768	90	292131	0.00089789	./quality-samples/sample3.jpg
jpeg	768	87	252473	0.00114256	./quality-samples/sample3.jpg
jpeg	768	86	244909	0.00121297	./quality-samples/sample3.jpg
jpeg	768	89	275522	0.00099047	./quality-samples/sample3.jpg
webp	1024	79	128106	0.00157895	./quality-samples/sample0.jpg
webp	1024	78	124898	0.00166238	./quality-samples/sample0.jpg
webp	1024	80	131716	0.00148932	./quality-samples/sample0.jpg
webp	1024	76	118742	0.00185741	./quality-samples/sample0.jpg
webp	1024	77	121704	0.00178334	./quality-samples/sample0.jpg
webp	1024	76	61394	0.00237548	./quality-samples/sample2.jpg
webp	1024	77	63994	0.00223806	./quality-samples/sample2.jpg
webp	1024	79	68678	0.002062	./quality-samples/sample2.jpg
webp	1024	80	72782	0.00193627	./quality-samples/sample2.jpg
webp	1024	78	65664	0.00218248	./quality-samples/sample2.jpg
jpeg	768	91	306344	0.00077305	./quality-samples/sample3.jpg
webp	1024	81	134558	0.00141295	./quality-samples/sample0.jpg
webp	1024	85	153050	0.00104199	./quality-samples/sample0.jpg
webp	1024	83	143444	0.00118373	./quality-samples/sample0.jpg
webp	1024	82	140314	0.00125327	./quality-samples/sample0.jpg
webp	1024	84	147950	0.00111424	./quality-samples/sample0.jpg
jpeg	768	94	375694	0.00054208	./quality-samples/sample3.jpg
jpeg	768	95	410184	0.00047486	./quality-samples/sample3.jpg
jpeg	768	92	321142	0.00070386	./quality-samples/sample3.jpg
jpeg	768	93	345661	0.0006206	./quality-samples/sample3.jpg
webp	1024	70	176950	0.00280403	./quality-samples/sample1.jpg
webp	1024	85	91320	0.00135786	./quality-samples/sample2.jpg
webp	1024	82	80236	0.00166587	./quality-samples/sample2.jpg
webp	1024	83	81606	0.0016314	./quality-samples/sample2.jpg
webp	1024	81	74588	0.00187717	./quality-samples/sample2.jpg
webp	1024	84	87332	0.00147958	./quality-samples/sample2.jpg
webp	1024	88	170222	0.00086987	./quality-samples/sample0.jpg
webp	1024	89	175968	0.00082339	./quality-samples/sample0.jpg
webp	1024	90	182880	0.00078642	./quality-samples/sample0.jpg
webp	1024	86	157604	0.00097648	./quality-samples/sample0.jpg
webp	1024	87	163052	0.00093669	./quality-samples/sample0.jpg
webp	1024	71	177820	0.00279444	./quality-samples/sample1.jpg
webp	1024	74	185054	0.00264197	./quality-samples/sample1.jpg
jpeg	768	96	455932	0.00040107	./quality-samples/sample3.jpg
jpeg	768	100	780975	0.00025954	./quality-samples/sample3.jpg
webp	1024	89	120426	0.00090967	./quality-samples/sample2.jpg
webp	1024	86	99072	0.00120781	./quality-samples/sample2.jpg
webp	1024	87	105220	0.00117126	./quality-samples/sample2.jpg
webp	1024	88	113402	0.00101566	./quality-samples/sample2.jpg
webp	1024	90	131698	0.00080244	./quality-samples/sample2.jpg
jpeg	768	98	577985	0.00030069	./quality-samples/sample3.jpg
webp	1024	72	179810	0.0027664	./quality-samples/sample1.jpg
jpeg	768	97	509789	0.00034422	./quality-samples/sample3.jpg
webp	1024	73	181592	0.00271468	./quality-samples/sample1.jpg
webp	1024	75	188328	0.00254196	./quality-samples/sample1.jpg
jpeg	768	99	699150	0.00027113	./quality-samples/sample3.jpg
webp	1024	92	202300	0.00065497	./quality-samples/sample0.jpg
webp	1024	91	193716	0.00070273	./quality-samples/sample0.jpg
webp	1024	94	222278	0.00059184	./quality-samples/sample0.jpg
webp	1024	93	209106	0.00063939	./quality-samples/sample0.jpg
webp	1024	95	234124	0.00054828	./quality-samples/sample0.jpg
webp	1024	91	137016	0.00077568	./quality-samples/sample2.jpg
webp	1024	95	224424	0.0004582	./quality-samples/sample2.jpg
webp	1024	92	153448	0.00068443	./quality-samples/sample2.jpg
webp	1024	93	170070	0.00060372	./quality-samples/sample2.jpg
webp	1024	94	194266	0.00054233	./quality-samples/sample2.jpg
webp	1024	76	198432	0.00232704	./quality-samples/sample1.jpg
webp	1024	79	224784	0.00188668	./quality-samples/sample1.jpg
webp	1024	77	201680	0.00219659	./quality-samples/sample1.jpg
webp	1024	80	232440	0.00175797	./quality-samples/sample1.jpg
webp	1024	78	216006	0.00199508	./quality-samples/sample1.jpg
webp	1024	99	303190	0.00044966	./quality-samples/sample0.jpg
webp	1024	97	268522	0.00049029	./quality-samples/sample0.jpg
webp	1024	98	283566	0.00047193	./quality-samples/sample0.jpg
webp	1024	96	246570	0.0005234	./quality-samples/sample0.jpg
webp	1024	100	763360	0.00003127	./quality-samples/sample0.jpg
webp	1024	97	260182	0.00040909	./quality-samples/sample2.jpg
webp	1024	99	329982	0.00033099	./quality-samples/sample2.jpg
webp	1024	96	237318	0.00044174	./quality-samples/sample2.jpg
webp	1024	98	302896	0.00035991	./quality-samples/sample2.jpg
webp	1024	83	268716	0.00141879	./quality-samples/sample1.jpg
jpeg	1024	70	132948	0.00233953	./quality-samples/sample0.jpg
webp	1024	81	245790	0.00164573	./quality-samples/sample1.jpg
webp	1024	84	285142	0.00127755	./quality-samples/sample1.jpg
webp	1024	85	308586	0.00111952	./quality-samples/sample1.jpg
webp	1024	70	189532	0.00346857	./quality-samples/sample3.jpg
webp	1024	82	259782	0.00151515	./quality-samples/sample1.jpg
webp	1024	100	1062036	0.00005528	./quality-samples/sample2.jpg
jpeg	1024	74	142945	0.00199338	./quality-samples/sample0.jpg
jpeg	1024	71	135233	0.00223462	./quality-samples/sample0.jpg
jpeg	1024	73	139614	0.00210619	./quality-samples/sample0.jpg
jpeg	1024	75	144016	0.00195618	./quality-samples/sample0.jpg
jpeg	1024	72	136819	0.00218008	./quality-samples/sample0.jpg
webp	1024	87	341884	0.00091972	./quality-samples/sample1.jpg
jpeg	1024	70	105873	0.00141871	./quality-samples/sample2.jpg
webp	1024	88	373982	0.00081668	./quality-samples/sample1.jpg
webp	1024	90	417972	0.0006518	./quality-samples/sample1.jpg
webp	1024	89	385730	0.0007444	./quality-samples/sample1.jpg
webp	1024	86	321562	0.00102701	./quality-samples/sample1.jpg
webp	1024	74	197338	0.00331121	./quality-samples/sample3.jpg
webp	1024	72	192794	0.00342217	./quality-samples/sample3.jpg
webp	1024	73	194930	0.00334956	./quality-samples/sample3.jpg
webp	1024	75	201104	0.00277033	./quality-samples/sample3.jpg
webp	1024	71	190010	0.00347499	./quality-samples/sample3.jpg
jpeg	1024	78	154379	0.0016819	./quality-samples/sample0.jpg
jpeg	1024	79	156875	0.00162376	./quality-samples/sample0.jpg
jpeg	1024	80	160756	0.00152974	./quality-samples/sample0.jpg
jpeg	1024	73	113281	0.00121317	./quality-samples/sample2.jpg
jpeg	1024	76	146938	0.00183933	./quality-samples/sample0.jpg
jpeg	1024	75	117991	0.00112116	./quality-samples/sample2.jpg
jpeg	1024	77	150787	0.00174926	./quality-samples/sample0.jpg
jpeg	1024	71	108152	0.00132532	./quality-samples/sample2.jpg
jpeg	1024	74	117707	0.00112617	./quality-samples/sample2.jpg
jpeg	1024	72	109586	0.0013104	./quality-samples/sample2.jpg
webp	1024	93	519954	0.00045507	./quality-samples/sample1.jpg
webp	1024	91	460878	0.00054425	./quality-samples/sample1.jpg
webp	1024	95	601936	0.00033307	./quality-samples/sample1.jpg
webp	1024	92	471564	0.00052855	./quality-samples/sample1.jpg
webp	1024	94	554228	0.00039415	./quality-samples/sample1.jpg
webp	1024	79	233498	0.0021889	./quality-samples/sample3.jpg
webp	1024	78	225024	0.00231815	./quality-samples/sample3.jpg
webp	1024	77	215252	0.00248003	./quality-samples/sample3.jpg
webp	1024	80	242928	0.00204057	./quality-samples/sample3.jpg
webp	1024	76	209818	0.00257955	./quality-samples/sample3.jpg
jpeg	1024	85	183382	0.00114148	./quality-samples/sample0.jpg
jpeg	1024	84	178707	0.00122092	./quality-samples/sample0.jpg
jpeg	1024	82	168996	0.0013681	./quality-samples/sample0.jpg
jpeg	1024	83	174300	0.00128135	./quality-samples/sample0.jpg
jpeg	1024	81	165053	0.00144374	./quality-samples/sample0.jpg
jpeg	1024	76	120765	0.00104616	./quality-samples/sample2.jpg
jpeg	1024	79	133055	0.00096822	./quality-samples/sample2.jpg
jpeg	1024	78	130640	0.00098672	./quality-samples/sample2.jpg
jpeg	1024	77	126098	0.00099374	./quality-samples/sample2.jpg
