format	width	quality	size	dssim	filename
jpeg	1024	80	137299	0.00090659	./quality-samples/sample2.jpg
webp	1024	99	812730	0.00021218	./quality-samples/sample1.jpg
webp	1024	98	764528	0.00023347	./quality-samples/sample1.jpg
webp	1024	96	647680	0.00029782	./quality-samples/sample1.jpg
webp	1024	97	709698	0.00025602	./quality-samples/sample1.jpg
webp	1024	100	2072228	0.00002751	./quality-samples/sample1.jpg
webp	1024	84	285108	0.00150629	./quality-samples/sample3.jpg
webp	1024	81	250672	0.00191635	./quality-samples/sample3.jpg
webp	1024	82	261956	0.00178797	./quality-samples/sample3.jpg
webp	1024	85	301334	0.00135434	./quality-samples/sample3.jpg
webp	1024	83	271370	0.00163576	./quality-samples/sample3.jpg
jpeg	1024	86	190095	0.00105184	./quality-samples/sample0.jpg
jpeg	1024	90	221139	0.00078134	./quality-samples/sample0.jpg
jpeg	1024	85	165533	0.00068562	./quality-samples/sample2.jpg
jpeg	1024	87	195258	0.00099268	./quality-samples/sample0.jpg
jpeg	1024	88	203686	0.00092046	./quality-samples/sample0.jpg
jpeg	1024	89	210324	0.00085793	./quality-samples/sample0.jpg
jpeg	1024	81	143177	0.00086036	./quality-samples/sample2.jpg
jpeg	1024	82	147243	0.00081723	./quality-samples/sample2.jpg
jpeg	1024	84	160658	0.00072736	./quality-samples/sample2.jpg
jpeg	1024	83	155373	0.00076236	./quality-samples/sample2.jpg
jpeg	1024	70	251558	0.00177641	./quality-samples/sample1.jpg
webp	1024	89	361826	0.0010613	./quality-samples/sample3.jpg
webp	1024	90	395516	0.00083305	./quality-samples/sample3.jpg
webp	1024	87	330378	0.00115525	./quality-samples/sample3.jpg
webp	1024	88	352588	0.00106041	./quality-samples/sample3.jpg
webp	1024	86	315696	0.00130246	./quality-samples/sample3.jpg
jpeg	1024	93	256016	0.00056238	./quality-samples/sample0.jpg
jpeg	1024	92	240187	0.00062656	./quality-samples/sample0.jpg
jpeg	1024	95	296368	0.00045674	./quality-samples/sample0.jpg
jpeg	1024	94	274523	0.00050491	./quality-samples/sample0.jpg
jpeg	1024	87	181417	0.00060271	./quality-samples/sample2.jpg
jpeg	1024	86	175269	0.00063085	./quality-samples/sample2.jpg
jpeg	1024	91	230361	0.00068715	./quality-samples/sample0.jpg
jpeg	1024	89	200685	0.00053609	./quality-samples/sample2.jpg
jpeg	1024	88	193667	0.00056266	./quality-samples/sample2.jpg
jpeg	1024	90	216878	0.00047105	./quality-samples/sample2.jpg
jpeg	1024	72	260233	0.00165801	./quality-samples/sample1.jpg
jpeg	1024	73	266284	0.00158421	./quality-samples/sample1.jpg
jpeg	1024	71	256560	0.00169164	./quality-samples/sample1.jpg
jpeg	1024	74	274851	0.00150143	./quality-samples/sample1.jpg
jpeg	1024	75	276324	0.00148715	./quality-samples/sample1.jpg
webp	1024	92	423546	0.00075329	./quality-samples/sample3.jpg
webp	1024	94	489142	0.00059907	./quality-samples/sample3.jpg
webp	1024	91	412578	0.00077633	./quality-samples/sample3.jpg
webp	1024	93	453938	0.00066942	./quality-samples/sample3.jpg
webp	1024	95	520066	0.00054912	./quality-samples/sample3.jpg
jpeg	1024	99	476647	0.00032413	./quality-samples/sample0.jpg
jpeg	1024	97	358128	0.00037046	./quality-samples/sample0.jpg
jpeg	1024	92	239745	0.00036168	./quality-samples/sample2.jpg
jpeg	1024	96	324493	0.00040657	./quality-samples/sample0.jpg
jpeg	1024	94	293309	0.00027255	./quality-samples/sample2.jpg
jpeg	1024	98	399767	0.00034394	./quality-samples/sample0.jpg
jpeg	1024	100	535510	0.0003135	./quality-samples/sample0.jpg
jpeg	1024	93	265604	0.00031434	./quality-samples/sample2.jpg
jpeg	1024	91	228814	0.00038443	./quality-samples/sample2.jpg
jpeg	1024	95	329906	0.0002409	./quality-samples/sample2.jpg
jpeg	1024	77	293162	0.00133338	./quality-samples/sample1.jpg
jpeg	1024	76	283144	0.00142059	./quality-samples/sample1.jpg
jpeg	1024	78	301055	0.00128303	./quality-samples/sample1.jpg
jpeg	1024	79	307352	0.00124538	./quality-samples/sample1.jpg
jpeg	1024	80	316319	0.00117386	./quality-samples/sample1.jpg
webp	1024	96	563422	0.00048938	./quality-samples/sample3.jpg
webp	1024	99	709778	0.00038557	./quality-samples/sample3.jpg
webp	1024	97	613358	0.00043824	./quality-samples/sample3.jpg
webp	1024	98	664556	0.00041202	./quality-samples/sample3.jpg
jpeg	1024	100	763494	0.00011074	./quality-samples/sample2.jpg
jpeg	1024	96	373867	0.00020294	./quality-samples/sample2.jpg
jpeg	1024	99	639963	0.0001291	./quality-samples/sample2.jpg
jpeg	1024	98	496947	0.00015489	./quality-samples/sample2.jpg
jpeg	1024	97	429363	0.00017568	./quality-samples/sample2.jpg
webp	1024	100	2178742	0.00002948	./quality-samples/sample3.jpg
webp	1536	70	185858	0.00200564	./quality-samples/sample0.jpg
jpeg	1024	81	327625	0.00111291	./quality-samples/sample1.jpg
jpeg	1024	82	336612	0.00106501	./quality-samples/sample1.jpg
jpeg	1024	85	371958	0.00089463	./quality-samples/sample1.jpg
jpeg	1024	84	360477	0.00095221	./quality-samples/sample1.jpg
jpeg	1024	83	350240	0.00099971	./quality-samples/sample1.jpg
jpeg	1024	70	257692	0.00239569	./quality-samples/sample3.jpg
webp	1536	73	191740	0.00189405	./quality-samples/sample0.jpg
webp	1536	71	188608	0.0019593	./quality-samples/sample0.jpg
webp	1536	75	194906	0.00187837	./quality-samples/sample0.jpg
webp	1536	72	190570	0.0019227	./quality-samples/sample0.jpg
webp	1536	74	193450	0.00189146	./quality-samples/sample0.jpg
jpeg	1024	86	389331	0.00083029	./quality-samples/sample1.jpg
jpeg	1024	88	422450	0.00073009	./quality-samples/sample1.jpg
jpeg	1024	89	439286	0.00068563	./quality-samples/sample1.jpg
jpeg	1024	87	401361	0.0007851	./quality-samples/sample1.jpg
jpeg	1024	90	466856	0.0006216	./quality-samples/sample1.jpg
webp	1536	70	96830	0.00269372	./quality-samples/sample2.jpg
jpeg	1024	74	281353	0.0020541	./quality-samples/sample3.jpg
jpeg	1024	75	283239	0.00202547	./quality-samples/sample3.jpg
jpeg	1024	71	262888	0.00229949	./quality-samples/sample3.jpg
jpeg	1024	72	266633	0.00225414	./quality-samples/sample3.jpg
jpeg	1024	73	273172	0.00216517	./quality-samples/sample3.jpg
webp	1536	79	219728	0.00150027	./quality-samples/sample0.jpg
webp	1536	78	215052	0.00158853	./quality-samples/sample0.jpg
webp	1536	80	227850	0.00141621	./quality-samples/sample0.jpg
webp	1536	77	208782	0.00164182	./quality-samples/sample0.jpg
webp	1536	76	201800	0.00175928	./quality-samples/sample0.jpg
jpeg	1024	94	612156	0.00035125	./quality-samples/sample1.jpg
jpeg	1024	95	674294	0.00030138	./quality-samples/sample1.jpg
jpeg	1024	92	515206	0.00046962	./quality-samples/sample1.jpg
jpeg	1024	93	557772	0.00040861	./quality-samples/sample1.jpg
jpeg	1024	91	490317	0.000511	./quality-samples/sample1.jpg
webp	1536	72	100220	0.00266425	./quality-samples/sample2.jpg
webp	1536	75	103804	0.00250735	./quality-samples/sample2.jpg
webp	1536	71	97608	0.00267512	./quality-samples/sample2.jpg
webp	1536	73	100220	0.00266425	./quality-samples/sample2.jpg
webp	1536	74	103490	0.00253978	./quality-samples/sample2.jpg
webp	1536	83	251376	0.0011766	./quality-samples/sample0.jpg
webp	1536	82	243514	0.00125551	./quality-samples/sample0.jpg
jpeg	1024	76	290114	0.00193975	./quality-samples/sample3.jpg
webp	1536	84	259586	0.00112081	./quality-samples/sample0.jpg
webp	1536	81	234870	0.00130104	./quality-samples/sample0.jpg
webp	1536	85	269950	0.00106103	./quality-samples/sample0.jpg
jpeg	1024	78	307680	0.00176575	./quality-samples/sample3.jpg
jpeg	1024	77	299431	0.001839	./quality-samples/sample3.jpg
jpeg	1024	80	322544	0.00160905	./quality-samples/sample3.jpg
jpeg	1024	79	313492	0.00170767	./quality-samples/sample3.jpg
jpeg	1024	100	1325708	0.00010733	./quality-samples/sample1.jpg
jpeg	1024	97	862571	0.00019309	./quality-samples/sample1.jpg
jpeg	1024	99	1201824	0.00012331	./quality-samples/sample1.jpg
jpeg	1024	98	994874	0.00015397	./quality-samples/sample1.jpg
jpeg	1024	96	761602	0.00024031	./quality-samples/sample1.jpg
webp	1536	76	107478	0.00234503	./quality-samples/sample2.jpg
webp	1536	78	115444	0.00216549	./quality-samples/sample2.jpg
webp	1536	79	122848	0.00199177	./quality-samples/sample2.jpg
webp	1536	77	112058	0.00224526	./quality-samples/sample2.jpg
webp	1536	80	130302	0.00187174	./quality-samples/sample2.jpg
webp	1536	89	316352	0.00081392	./quality-samples/sample0.jpg
webp	1536	90	333558	0.00074945	./quality-samples/sample0.jpg
webp	1536	86	278920	0.0009984	./quality-samples/sample0.jpg
webp	1536	88	301428	0.00089497	./quality-samples/sample0.jpg
webp	1536	87	291002	0.00093644	./quality-samples/sample0.jpg
jpeg	1024	81	332984	0.00152666	./quality-samples/sample3.jpg
jpeg	1024	85	377733	0.00123172	./quality-samples/sample3.jpg
jpeg	1024	82	342170	0.00145853	./quality-samples/sample3.jpg
jpeg	1024	84	366016	0.00131326	./quality-samples/sample3.jpg
jpeg	1024	83	355721	0.00137658	./quality-samples/sample3.jpg
webp	1536	82	143798	0.00164439	./quality-samples/sample2.jpg
webp	1536	81	133602	0.0018181	./quality-samples/sample2.jpg
webp	1536	83	146532	0.00159169	./quality-samples/sample2.jpg
webp	1536	84	158462	0.00142537	./quality-samples/sample2.jpg
webp	1536	95	451368	0.00050644	./quality-samples/sample0.jpg
webp	1536	92	365140	0.00065008	./quality-samples/sample0.jpg
webp	1536	91	354194	0.00067085	./quality-samples/sample0.jpg
webp	1536	94	431098	0.00052815	./quality-samples/sample0.jpg
webp	1536	93	395080	0.00059935	./quality-samples/sample0.jpg
webp	1536	85	164936	0.00136865	./quality-samples/sample2.jpg
jpeg	1024	88	427075	0.00100247	./quality-samples/sample3.jpg
jpeg	1024	89	443618	0.00093893	./quality-samples/sample3.jpg
jpeg	1024	86	394270	0.00114464	./quality-samples/sample3.jpg
jpeg	1024	90	471094	0.00085248	./quality-samples/sample3.jpg
webp	1536	70	317536	0.0031857	./quality-samples/sample1.jpg
jpeg	1024	87	406451	0.00107494	./quality-samples/sample3.jpg
webp	1536	98	572278	0.00040959	./quality-samples/sample0.jpg
webp	1536	96	481624	0.00047278	./quality-samples/sample0.jpg
webp	1536	97	538612	0.00041673	./quality-samples/sample0.jpg
webp	1536	89	211842	0.00102424	./quality-samples/sample2.jpg
webp	1536	90	241964	0.00085269	./quality-samples/sample2.jpg
webp	1536	99	607916	0.00038394	./quality-samples/sample0.jpg
webp	1536	86	180768	0.00118581	./quality-samples/sample2.jpg
webp	1536	88	210140	0.00103798	./quality-samples/sample2.jpg
webp	1536	87	193818	0.00115067	./quality-samples/sample2.jpg
webp	1536	100	1628156	0.00003501	./quality-samples/sample0.jpg
webp	1536	72	327302	0.00304106	./quality-samples/sample1.jpg
webp	1536	74	334472	0.00294452	./quality-samples/sample1.jpg
webp	1536	71	321094	0.00312158	./quality-samples/sample1.jpg
webp	1536	75	347998	0.00279646	./quality-samples/sample1.jpg
jpeg	1024	93	558871	0.00059027	./quality-samples/sample3.jpg
webp	1536	73	330782	0.00300832	./quality-samples/sample1.jpg
jpeg	1024	92	518169	0.00067035	./quality-samples/sample3.jpg
jpeg	1024	91	494374	0.00073353	./quality-samples/sample3.jpg
jpeg	1024	94	608228	0.00051789	./quality-samples/sample3.jpg
jpeg	1024	95	666226	0.00045096	./quality-samples/sample3.jpg
jpeg	1536	70	240453	0.00195309	./quality-samples/sample0.jpg
webp	1536	92	293118	0.00070054	./quality-samples/sample2.jpg
webp	1536	95	445782	0.00046726	./quality-samples/sample2.jpg
webp	1536	93	328436	0.00060195	./quality-samples/sample2.jpg
webp	1536	94	379088	0.00053226	./quality-samples/sample2.jpg
webp	1536	91	257410	0.00079173	./quality-samples/sample2.jpg
webp	1536	79	412224	0.00211532	./quality-samples/sample1.jpg
webp	1536	78	399318	0.00223419	./quality-samples/sample1.jpg
webp	1536	80	446570	0.00193456	./quality-samples/sample1.jpg
webp	1536	77	373142	0.00242827	./quality-samples/sample1.jpg
webp	1536	76	360640	0.00260834	./quality-samples/sample1.jpg
jpeg	1536	75	261337	0.00161795	./quality-samples/sample0.jpg
jpeg	1536	71	244785	0.00186208	./quality-samples/sample0.jpg
jpeg	1536	74	259540	0.00164457	./quality-samples/sample0.jpg
jpeg	1536	72	247745	0.00182132	./quality-samples/sample0.jpg
jpeg	1536	73	252976	0.00174546	./quality-samples/sample0.jpg
jpeg	1024	96	742545	0.00037929	./quality-samples/sample3.jpg
jpeg	1024	97	832955	0.00032453	./quality-samples/sample3.jpg
jpeg	1024	98	949198	0.00027978	./quality-samples/sample3.jpg
jpeg	1024	100	1310859	0.0002334	./quality-samples/sample3.jpg
webp	1536	98	604128	0.00036581	./quality-samples/sample2.jpg
webp	1536	97	514062	0.00041494	./quality-samples/sample2.jpg
webp	1536	99	657322	0.00033535	./quality-samples/sample2.jpg
jpeg	1024	99	1161477	0.00024714	./quality-samples/sample3.jpg
webp	1536	96	469758	0.00045	./quality-samples/sample2.jpg
webp	1536	84	545472	0.00139845	./quality-samples/sample1.jpg
webp	1536	82	496430	0.00166721	./quality-samples/sample1.jpg
jpeg	1536	77	274347	0.00145093	./quality-samples/sample0.jpg
webp	1536	81	464570	0.00179558	./quality-samples/sample1.jpg
webp	1536	83	517818	0.00155439	./quality-samples/sample1.jpg
jpeg	1536	79	286077	0.00135229	./quality-samples/sample0.jpg
webp	1536	85	578144	0.00130366	./quality-samples/sample1.jpg
jpeg	1536	80	293409	0.00127082	./quality-samples/sample0.jpg
jpeg	1536	76	266768	0.00152521	./quality-samples/sample0.jpg
jpeg	1536	78	281324	0.00139753	./quality-samples/sample0.jpg
webp	1536	100	2080096	0.00006097	./quality-samples/sample2.jpg
webp	1536	89	755712	0.00084801	./quality-samples/sample1.jpg
webp	1536	90	800678	0.00073405	./quality-samples/sample1.jpg
jpeg	1536	83	320567	0.00108226	./quality-samples/sample0.jpg
jpeg	1536	82	309487	0.00114633	./quality-samples/sample0.jpg
webp	1536	87	641380	0.00107132	./quality-samples/sample1.jpg
jpeg	1536	81	302023	0.0012066	./quality-samples/sample0.jpg
jpeg	1536	85	338025	0.00096232	./quality-samples/sample0.jpg
jpeg	1536	84	329048	0.00102829	./quality-samples/sample0.jpg
jpeg	1536	70	203243	0.00136196	./quality-samples/sample2.jpg
webp	1536	88	709690	0.00092705	./quality-samples/sample1.jpg
webp	1536	86	615936	0.00116725	./quality-samples/sample1.jpg
webp	1536	70	341786	0.00324973	./quality-samples/sample3.jpg
jpeg	1536	90	414023	0.00066545	./quality-samples/sample0.jpg
jpeg	1536	89	391735	0.00073407	./quality-samples/sample0.jpg
jpeg	1536	86	351867	0.00089186	./quality-samples/sample0.jpg
jpeg	1536	87	361870	0.00084523	./quality-samples/sample0.jpg
jpeg	1536	88	378927	0.00078186	./quality-samples/sample0.jpg
jpeg	1536	74	228535	0.00106491	./quality-samples/sample2.jpg
webp	1536	91	890934	0.00062095	./quality-samples/sample1.jpg
webp	1536	93	1036916	0.00048095	./quality-samples/sample1.jpg
jpeg	1536	72	210626	0.0012636	./quality-samples/sample2.jpg
jpeg	1536	75	228930	0.00106218	./quality-samples/sample2.jpg
jpeg	1536	71	207932	0.00127618	./quality-samples/sample2.jpg
jpeg	1536	73	219082	0.00115462	./quality-samples/sample2.jpg
webp	1536	94	1106552	0.0004187	./quality-samples/sample1.jpg
webp	1536	92	937784	0.00055994	./quality-samples/sample1.jpg
webp	1536	95	1200384	0.00035006	./quality-samples/sample1.jpg
jpeg	1536	94	524435	0.00042704	./quality-samples/sample0.jpg
jpeg	1536	91	432621	0.00057817	./quality-samples/sample0.jpg
jpeg	1536	92	451720	0.00053322	./quality-samples/sample0.jpg
jpeg	1536	95	571226	0.0003843	./quality-samples/sample0.jpg
jpeg	1536	93	485400	0.0004747	./quality-samples/sample0.jpg
webp	1536	74	357700	0.00312999	./quality-samples/sample3.jpg
webp	1536	75	360830	0.0031332	./quality-samples/sample3.jpg
webp	1536	71	343636	0.00323546	./quality-samples/sample3.jpg
webp	1536	72	348294	0.00316914	./quality-samples/sample3.jpg
webp	1536	73	353880	0.00310959	./quality-samples/sample3.jpg
jpeg	1536	79	261777	0.00092225	./quality-samples/sample2.jpg
jpeg	1536	77	246706	0.00093687	./quality-samples/sample2.jpg
jpeg	1536	78	256591	0.00093581	./quality-samples/sample2.jpg
jpeg	1536	80	271066	0.00085622	./quality-samples/sample2.jpg
jpeg	1536	76	234796	0.00098837	./quality-samples/sample2.jpg
jpeg	1536	96	631525	0.00033855	./quality-samples/sample0.jpg
jpeg	1536	100	1095739	0.00024023	./quality-samples/sample0.jpg
jpeg	1536	99	966116	0.00025379	./quality-samples/sample0.jpg
jpeg	1536	97	704651	0.00030523	./quality-samples/sample0.jpg
jpeg	1536	98	797379	0.0002783	./quality-samples/sample0.jpg
webp	1536	97	1432194	0.00026669	./quality-samples/sample1.jpg
webp	1536	96	1292574	0.00031116	./quality-samples/sample1.jpg
webp	1536	98	1553046	0.00023187	./quality-samples/sample1.jpg
webp	1536	99	1650598	0.00021706	./quality-samples/sample1.jpg
jpeg	1536	82	292364	0.00077421	./quality-samples/sample2.jpg
jpeg	1536	81	283186	0.00081648	./quality-samples/sample2.jpg
jpeg	1536	84	321397	0.0006892	./quality-samples/sample2.jpg
jpeg	1536	83	309945	0.00072272	./quality-samples/sample2.jpg
jpeg	1536	85	331588	0.0006461	./quality-samples/sample2.jpg
webp	1536	78	408038	0.00253869	./quality-samples/sample3.jpg
webp	1536	100	4158406	0.00003125	./quality-samples/sample1.jpg
webp	1536	77	396612	0.0026219	./quality-samples/sample3.jpg
webp	1536	76	376198	0.00288641	./quality-samples/sample3.jpg
webp	1536	79	421648	0.00226099	./quality-samples/sample3.jpg
webp	1536	80	438316	0.00211631	./quality-samples/sample3.jpg
jpeg	1536	89	408834	0.00050407	./quality-samples/sample2.jpg
jpeg	1536	87	365612	0.00056648	./quality-samples/sample2.jpg
jpeg	1536	90	445015	0.00043955	./quality-samples/sample2.jpg
jpeg	1536	86	352660	0.00059053	./quality-samples/sample2.jpg
jpeg	1536	88	392311	0.00052784	./quality-samples/sample2.jpg
webp	2048	70	266976	0.00200716	./quality-samples/sample0.jpg
jpeg	1536	70	505036	0.00176094	./quality-samples/sample1.jpg
webp	1536	85	553138	0.00143931	./quality-samples/sample3.jpg
webp	1536	81	460514	0.00195883	./quality-samples/sample3.jpg
webp	1536	84	526280	0.00158271	./quality-samples/sample3.jpg
webp	1536	83	495324	0.00172287	./quality-samples/sample3.jpg
jpeg	1536	92	494728	0.00033276	./quality-samples/sample2.jpg
jpeg	1536	91	471338	0.00035152	./quality-samples/sample2.jpg
webp	1536	82	484626	0.00181615	./quality-samples/sample3.jpg
webp	2048	71	269496	0.00199611	./quality-samples/sample0.jpg
jpeg	1536	95	691218	0.00022172	./quality-samples/sample2.jpg
webp	2048	73	275248	0.0019236	./quality-samples/sample0.jpg
webp	2048	74	279164	0.00190125	./quality-samples/sample0.jpg
jpeg	1536	94	611792	0.00024944	./quality-samples/sample2.jpg
webp	2048	75	279164	0.00190125	./quality-samples/sample0.jpg
webp	2048	72	274248	0.00194618	./quality-samples/sample0.jpg
jpeg	1536	93	551525	0.00028782	./quality-samples/sample2.jpg
jpeg	1536	75	558228	0.00145628	./quality-samples/sample1.jpg
jpeg	1536	73	536719	0.00156326	./quality-samples/sample1.jpg
jpeg	1536	71	515132	0.00167638	./quality-samples/sample1.jpg
jpeg	1536	72	523852	0.00164128	./quality-samples/sample1.jpg
jpeg	1536	74	555673	0.00146701	./quality-samples/sample1.jpg
webp	2048	77	302458	0.0016393	./quality-samples/sample0.jpg
webp	2048	78	311352	0.00157015	./quality-samples/sample0.jpg
webp	2048	76	290250	0.00178755	./quality-samples/sample0.jpg
jpeg	1536	96	783918	0.00018655	./quality-samples/sample2.jpg
webp	2048	80	333862	0.00143295	./quality-samples/sample0.jpg
jpeg	1536	97	897143	0.00016151	./quality-samples/sample2.jpg
jpeg	1536	98	1022334	0.00014342	./quality-samples/sample2.jpg
jpeg	1536	100	1543639	0.00010589	./quality-samples/sample2.jpg
webp	2048	79	317740	0.00155085	./quality-samples/sample0.jpg
jpeg	1536	99	1291353	0.00012034	./quality-samples/sample2.jpg
jpeg	1536	79	622618	0.00121153	./quality-samples/sample1.jpg
jpeg	1536	78	609580	0.0012481	./quality-samples/sample1.jpg
jpeg	1536	80	640917	0.00114341	./quality-samples/sample1.jpg
jpeg	1536	76	572060	0.00138596	./quality-samples/sample1.jpg
jpeg	1536	77	593502	0.00129322	./quality-samples/sample1.jpg
webp	1536	86	574418	0.00133678	./quality-samples/sample3.jpg
webp	1536	87	601670	0.00132193	./quality-samples/sample3.jpg
webp	1536	90	715932	0.00090036	./quality-samples/sample3.jpg
webp	1536	89	676914	0.00099172	./quality-samples/sample3.jpg
webp	1536	88	639968	0.00109135	./quality-samples/sample3.jpg
webp	2048	81	341560	0.00138639	./quality-samples/sample0.jpg
webp	2048	85	403586	0.00102354	./quality-samples/sample0.jpg
webp	2048	83	367656	0.0012316	./quality-samples/sample0.jpg
webp	2048	82	357052	0.00127125	./quality-samples/sample0.jpg
webp	2048	84	384154	0.00113082	./quality-samples/sample0.jpg
jpeg	1536	84	732791	0.00091542	./quality-samples/sample1.jpg
jpeg	1536	82	683538	0.00102551	./quality-samples/sample1.jpg
jpeg	1536	81	664974	0.00107354	./quality-samples/sample1.jpg
jpeg	1536	85	755790	0.00086185	./quality-samples/sample1.jpg
jpeg	1536	83	711618	0.0009606	./quality-samples/sample1.jpg
webp	2048	90	516960	0.00072338	./quality-samples/sample0.jpg
webp	2048	87	436522	0.0009201	./quality-samples/sample0.jpg
webp	2048	86	421634	0.00094751	./quality-samples/sample0.jpg
webp	1536	94	978706	0.0005329	./quality-samples/sample3.jpg
webp	2048	89	482834	0.00079429	./quality-samples/sample0.jpg
webp	2048	88	461518	0.00084299	./quality-samples/sample0.jpg
webp	1536	95	1037028	0.00049888	./quality-samples/sample3.jpg
webp	1536	92	818706	0.00073592	./quality-samples/sample3.jpg
webp	1536	91	759494	0.0008333	./quality-samples/sample3.jpg
webp	1536	93	880920	0.00065139	./quality-samples/sample3.jpg
jpeg	1536	90	956082	0.00060393	./quality-samples/sample1.jpg
jpeg	1536	86	791613	0.00079826	./quality-samples/sample1.jpg
jpeg	1536	88	861887	0.00070638	./quality-samples/sample1.jpg
jpeg	1536	89	896626	0.00066533	./quality-samples/sample1.jpg
jpeg	1536	87	816484	0.00075648	./quality-samples/sample1.jpg
webp	2048	70	141668	0.00281616	./quality-samples/sample2.jpg
webp	2048	91	540732	0.00069572	./quality-samples/sample0.jpg
webp	2048	94	691772	0.00048241	./quality-samples/sample0.jpg
webp	2048	92	571586	0.00062387	./quality-samples/sample0.jpg
webp	2048	95	725260	0.00046293	./quality-samples/sample0.jpg
webp	2048	93	618782	0.00056524	./quality-samples/sample0.jpg
webp	1536	96	1130336	0.00044558	./quality-samples/sample3.jpg
jpeg	1536	92	1057398	0.00045706	./quality-samples/sample1.jpg
webp	1536	98	1377870	0.00036543	./quality-samples/sample3.jpg
jpeg	1536	93	1147908	0.00039693	./quality-samples/sample1.jpg
jpeg	1536	95	1392761	0.00029302	./quality-samples/sample1.jpg
webp	1536	97	1256452	0.0003901	./quality-samples/sample3.jpg
webp	1536	99	1476746	0.00034015	./quality-samples/sample3.jpg
jpeg	1536	91	1005144	0.00049341	./quality-samples/sample1.jpg
webp	2048	96	774798	0.00042623	./quality-samples/sample0.jpg
jpeg	1536	94	1262081	0.00034234	./quality-samples/sample1.jpg
webp	2048	98	932258	0.00036043	./quality-samples/sample0.jpg
webp	2048	99	991690	0.00033253	./quality-samples/sample0.jpg
webp	2048	97	877320	0.00036935	./quality-samples/sample0.jpg
webp	2048	71	147290	0.00262493	./quality-samples/sample2.jpg
webp	2048	75	156298	0.00243213	./quality-samples/sample2.jpg
webp	2048	74	153816	0.00248895	./quality-samples/sample2.jpg
webp	2048	73	151192	0.0025536	./quality-samples/sample2.jpg
webp	2048	72	148738	0.00259616	./quality-samples/sample2.jpg
webp	1536	100	4501418	0.00003301	./quality-samples/sample3.jpg
webp	2048	100	2716026	0.00003774	./quality-samples/sample0.jpg
jpeg	1536	96	1573436	0.00023314	./quality-samples/sample1.jpg
jpeg	1536	99	2469516	0.00011536	./quality-samples/sample1.jpg
jpeg	1536	97	1777030	0.0001863	./quality-samples/sample1.jpg
jpeg	1536	100	2765139	0.00009679	./quality-samples/sample1.jpg
jpeg	1536	98	2038234	0.00014727	./quality-samples/sample1.jpg
jpeg	2048	70	365721	0.0016969	./quality-samples/sample0.jpg
webp	2048	78	174702	0.00215653	./quality-samples/sample2.jpg
webp	2048	76	162258	0.00235049	./quality-samples/sample2.jpg
webp	2048	80	191596	0.00194671	./quality-samples/sample2.jpg
webp	2048	77	168324	0.00224641	./quality-samples/sample2.jpg
webp	2048	79	181662	0.00205509	./quality-samples/sample2.jpg
jpeg	1536	70	498794	0.00223734	./quality-samples/sample3.jpg
jpeg	2048	71	372630	0.00161566	./quality-samples/sample0.jpg
jpeg	2048	74	396446	0.00142635	./quality-samples/sample0.jpg
jpeg	2048	75	398937	0.00140907	./quality-samples/sample0.jpg
jpeg	2048	73	385969	0.001519	./quality-samples/sample0.jpg
jpeg	2048	72	377335	0.00158365	./quality-samples/sample0.jpg
webp	2048	81	202004	0.0018666	./quality-samples/sample2.jpg
webp	2048	82	217822	0.00169941	./quality-samples/sample2.jpg
webp	2048	84	245408	0.00141414	./quality-samples/sample2.jpg
webp	2048	70	494574	0.00354736	./quality-samples/sample1.jpg
webp	2048	83	224898	0.00162473	./quality-samples/sample2.jpg
webp	2048	85	255780	0.00136958	./quality-samples/sample2.jpg
jpeg	2048	77	420013	0.00125684	./quality-samples/sample0.jpg
jpeg	2048	79	438577	0.00118791	./quality-samples/sample0.jpg
jpeg	2048	78	431340	0.00122013	./quality-samples/sample0.jpg
jpeg	2048	76	407618	0.00132456	./quality-samples/sample0.jpg
jpeg	1536	73	528907	0.00200457	./quality-samples/sample3.jpg
jpeg	1536	75	548238	0.00187707	./quality-samples/sample3.jpg
jpeg	2048	80	450599	0.00111887	./quality-samples/sample0.jpg
jpeg	1536	71	509127	0.00213257	./quality-samples/sample3.jpg
jpeg	1536	72	516148	0.00208985	./quality-samples/sample3.jpg
jpeg	1536	74	545049	0.00189892	./quality-samples/sample3.jpg
webp	2048	90	377010	0.00087897	./quality-samples/sample2.jpg
webp	2048	74	535316	0.0030308	./quality-samples/sample1.jpg
webp	2048	89	335190	0.00103865	./quality-samples/sample2.jpg
webp	2048	87	286870	0.00122322	./quality-samples/sample2.jpg
webp	2048	72	521944	0.00322294	./quality-samples/sample1.jpg
webp	2048	75	542438	0.00297646	./quality-samples/sample1.jpg
webp	2048	88	317004	0.00110031	./quality-samples/sample2.jpg
webp	2048	86	282174	0.00124637	./quality-samples/sample2.jpg
webp	2048	73	524018	0.00319836	./quality-samples/sample1.jpg
webp	2048	71	518022	0.00329848	./quality-samples/sample1.jpg
jpeg	2048	82	476505	0.00100926	./quality-samples/sample0.jpg
jpeg	2048	81	464592	0.00106456	./quality-samples/sample0.jpg
jpeg	2048	83	495140	0.00094864	./quality-samples/sample0.jpg
jpeg	2048	85	523549	0.00084483	./quality-samples/sample0.jpg
jpeg	2048	84	509123	0.0008999	./quality-samples/sample0.jpg
jpeg	1536	79	608358	0.00157982	./quality-samples/sample3.jpg
jpeg	1536	77	580260	0.00169393	./quality-samples/sample3.jpg
